OurAirports_name,icao,iata,countryLabel,lat,lon,filename
N'Djamena International Airport,FTTJ,NDJ,Chad,12.125,15.02472222,mapbox_12.125_15.02472222_172.png
Comodoro Arturo Merino Benítez International Airport,SCEL,SCL,Chile,-33.39277778,-70.78555556,mapbox_-33.39277778_-70.78555556_173.png
Carriel Sur International Airport,SCIE,CCP,Chile,-36.7725,-73.06305556,mapbox_-36.7725_-73.06305556_174.png
Diego Aracena International Airport,SCDA,IQQ,Chile,-20.53522222,-70.181275,mapbox_-20.53522222_-70.181275_176.png
Mataveri International Airport,SCIP,IPC,Chile,-27.16472222,-109.4216667,mapbox_-27.16472222_-109.4216667_177.png
President Carlos Ibáñez International Airport,SCCI,PUQ,Chile,-53.0025,-70.85444444,mapbox_-53.0025_-70.85444444_178.png
Alfonso Bonilla Aragon International Airport,SKCL,CLO,Colombia,3.543055555,-76.38138889,mapbox_3.543055555_-76.38138889_179.png
El Dorado International Airport,SKBO,BOG,Colombia,4.701388888,-74.14694444,mapbox_4.701388888_-74.14694444_187.png
Ernesto Cortissoz International Airport,SKBQ,BAQ,Colombia,10.88856944,-74.78176667,mapbox_10.88856944_-74.78176667_189.png
Gustavo Rojas Pinilla International Airport,SKSP,ADZ,Colombia,12.58361111,-81.71111111,mapbox_12.58361111_-81.71111111_191.png
Jose Maria Córdova International Airport,SKRG,MDE,Colombia,6.167222222,-75.42666667,mapbox_6.167222222_-75.42666667_192.png
Rafael Nuñez International Airport,SKCG,CTG,Colombia,10.44204167,-75.51277778,mapbox_10.44204167_-75.51277778_196.png
Prince Said Ibrahim International Airport,FMCH,HAH,Comoros,-11.53666667,43.27138889,mapbox_-11.53666667_43.27138889_199.png
Rarotonga International Airport,NCRG,RAR,Cook Islands,-21.20277778,-159.8055556,mapbox_-21.20277778_-159.8055556_200.png
Daniel Oduber Quirós International Airport,MRLB,LIR,Costa Rica,10.59305556,-85.54416667,mapbox_10.59305556_-85.54416667_201.png
Juan Santamaría International Airport,MROC,SJO,Costa Rica,9.993888888,-84.20888889,mapbox_9.993888888_-84.20888889_202.png
Zagreb Franjo Tu_man International Airport,LDZA,ZAG,Croatia,45.74305556,16.06888889,mapbox_45.74305556_16.06888889_204.png
Abel Santamaria International Airport,MUSC,SNU,Cuba,22.49222222,-79.94361111,mapbox_22.49222222_-79.94361111_205.png
Antonio Maceo International Airport,MUCU,SCU,Cuba,19.97,-75.83555556,mapbox_19.97_-75.83555556_206.png
Frank Pais International Airport,MUHG,HOG,Cuba,20.78861602,-76.30566298,mapbox_20.78861602_-76.30566298_207.png
Ignacio Agramonte International Airport,MUCM,CMW,Cuba,21.42027778,-77.8475,mapbox_21.42027778_-77.8475_208.png
José Martí International Airport,MUHA,HAV,Cuba,22.98888889,-82.40888889,mapbox_22.98888889_-82.40888889_211.png
Juan Gualberto Gomez International Airport,MUVR,VRA,Cuba,23.03444444,-81.43527778,mapbox_23.03444444_-81.43527778_212.png
Hato International Airport,TNCC,CUR,Curaçao,12.188913,-68.959692,mapbox_12.188913_-68.959692_214.png
Ercan International Airport,LCEN,ECN,Cyprus,35.159647,33.488372,mapbox_35.159647_33.488372_215.png
Larnaca International Airport,LCLK,LCA,Cyprus,34.87888889,33.63027778,mapbox_34.87888889_33.63027778_216.png
Paphos International Airport,LCPH,PFO,Cyprus,34.71833333,32.485,mapbox_34.71833333_32.485_218.png
Karlovy Vary Airport,LKKV,KLV,Czech Republic,50.20305556,12.915,mapbox_50.20305556_12.915_220.png
Leoš Janá_ek Airport Ostrava,LKMT,OSR,Czech Republic,49.69611111,18.11083333,mapbox_49.69611111_18.11083333_222.png
Pardubice Airport,LKPD,PED,Czech Republic,50.01333333,15.73861111,mapbox_50.01333333_15.73861111_223.png
Václav Havel Airport Prague,LKPR,PRG,Czech Republic,50.10083333,14.26,mapbox_50.10083333_14.26_224.png
_eské Bud_jovice South Bohemian Airport,LKCS,JCL,Czech Republic,48.94638889,14.4275,mapbox_48.94638889_14.4275_225.png
Goma International Airport,FZNA,GOM,Democratic Republic of the Congo,-1.670556,29.238333,mapbox_-1.670556_29.238333_226.png
Bangoka International Airport,FZIC,FKI,Democratic Republic of the Congo,0.481667,25.338056,mapbox_0.481667_25.338056_228.png
Lubumbashi International Airport,FZQA,FBM,Democratic Republic of the Congo,-11.59133333,27.53097778,mapbox_-11.59133333_27.53097778_229.png
Ndjili International Airport,FZAA,FIH,Democratic Republic of the Congo,-4.38575,15.44456944,mapbox_-4.38575_15.44456944_230.png
Billund Airport,EKBI,BLL,Denmark,55.74027778,9.151944444,mapbox_55.74027778_9.151944444_231.png
Copenhagen Kastrup Airport,EKCH,CPH,Denmark,55.61805556,12.65611111,mapbox_55.61805556_12.65611111_232.png
Djibouti-Ambouli Airport,HDAM,JIB,Djibouti,11.547337,43.159255,mapbox_11.547337_43.159255_233.png
Cibao International Airport,MDST,STI,Dominican Republic,19.40611111,-70.60472222,mapbox_19.40611111_-70.60472222_234.png
Casa De Campo International Airport,MDLR,LRM,Dominican Republic,18.451074,-68.911657,mapbox_18.451074_-68.911657_239.png
Las Américas International Airport,MDSD,SDQ,Dominican Republic,18.429663,-69.668925,mapbox_18.429663_-69.668925_240.png
Punta Cana International Airport,MDPC,PUJ,Dominican Republic,18.56666667,-68.35194444,mapbox_18.56666667_-68.35194444_242.png
José Joaquín de Olmedo International Airport,SEGU,GYE,Ecuador,-2.1575,-79.88361111,mapbox_-2.1575_-79.88361111_246.png
Mariscal Sucre International Airport,SEQM,UIO,Ecuador,-0.13555556,-78.36555556,mapbox_-0.13555556_-78.36555556_248.png
Alexandria International Airport,HEAX,HBE,Egypt,30.93005556,29.69919444,mapbox_30.93005556_29.69919444_250.png
Asyut International Airport,HEAT,ATZ,Egypt,27.046389,31.011944,mapbox_27.046389_31.011944_251.png
Aswan International Airport,HESN,ASW,Egypt,23.964167,32.819722,mapbox_23.964167_32.819722_252.png
Berenice International Airport / Banas Cape Air Base,HEBR,EES,Egypt,23.98574,35.459503,mapbox_23.98574_35.459503_253.png
Cairo International Airport,HECA,CAI,Egypt,30.12194444,31.40555556,mapbox_30.12194444_31.40555556_254.png
Capital International Airport,HECP,CCE,Egypt,30.0739194,31.8430074,mapbox_30.0739194_31.8430074_255.png
El Alamein International Airport,HEAL,DBB,Egypt,30.92444444,28.46138889,mapbox_30.92444444_28.46138889_256.png
El Arish International Airport,HEAR,AAC,Egypt,31.073333,33.835833,mapbox_31.073333_33.835833_258.png
Hurghada International Airport,HEGN,HRG,Egypt,27.178056,33.799167,mapbox_27.178056_33.799167_259.png
Luxor International Airport,HELX,LXR,Egypt,25.670833,32.706389,mapbox_25.670833_32.706389_260.png
Marsa Alam International Airport,HEMA,RMF,Egypt,25.556944,34.583611,mapbox_25.556944_34.583611_261.png
Mersa Matruh International Airport,HEMM,MUH,Egypt,31.325278,27.221667,mapbox_31.325278_27.221667_262.png
Sharm El Sheikh International Airport,HESH,SSH,Egypt,27.977222,34.394722,mapbox_27.977222_34.394722_263.png
Sphinx International Airport,HESX,SPX,Egypt,30.10972222,30.89444444,mapbox_30.10972222_30.89444444_265.png
Taba International Airport,HETB,TCP,Egypt,29.587778,34.778056,mapbox_29.587778_34.778056_266.png
El Salvador International Airport Saint _scar Arnulfo Romero y Galdámez,MSLP,SAL,El Salvador,13.44301944,-89.05644722,mapbox_13.44301944_-89.05644722_267.png
Corisco International Airport,FGCO,OCS,Equatorial Guinea,0.91666667,9.33055556,mapbox_0.91666667_9.33055556_269.png
Malabo International Airport,FGSL,SSG,Equatorial Guinea,3.755,8.708611111,mapbox_3.755_8.708611111_270.png
Asmara International Airport,HHAS,ASM,Eritrea,15.285,38.901667,mapbox_15.285_38.901667_271.png
King Mswati III International Airport,FDSK,SHO,Eswatini,-26.35861111,31.71694444,mapbox_-26.35861111_31.71694444_274.png
Aba Tenna Dejazmach Yilma International Airport,HADR,DIR,Ethiopia,9.623611,41.854167,mapbox_9.623611_41.854167_275.png
Addis Ababa Bole International Airport,HAAB,ADD,Ethiopia,8.977777777,38.79944444,mapbox_8.977777777_38.79944444_276.png
Gerad Wilwal International Airport,HAJJ,JIJ,Ethiopia,9.33222222,42.91194444,mapbox_9.33222222_42.91194444_277.png
Vágar Airport,EKVG,FAE,Faroe Islands,62.0636,-7.2772,mapbox_62.0636_-7.2772_278.png
Chuuk International Airport,PTKK,TKK,Federated States of Micronesia,7.461944444,151.8430556,mapbox_7.461944444_151.8430556_279.png
Kosrae International Airport,PTSA,KSA,Federated States of Micronesia,5.356944444,162.9583333,mapbox_5.356944444_162.9583333_280.png
Yap International Airport,PTYA,YAP,Federated States of Micronesia,9.498888888,138.0825,mapbox_9.498888888_138.0825_282.png
Nadi International Airport,NFFN,NAN,Fiji,-17.75527778,177.4433333,mapbox_-17.75527778_177.4433333_283.png
Nausori International Airport,NFNA,SUV,Fiji,-18.04333333,178.5591667,mapbox_-18.04333333_178.5591667_284.png
Helsinki Vantaa Airport,EFHK,HEL,Finland,60.31722222,24.96333333,mapbox_60.31722222_24.96333333_285.png
Ivalo Airport,EFIV,IVL,Finland,68.61083333,27.41388889,mapbox_68.61083333_27.41388889_286.png
Kuopio Airport,EFKU,KUO,Finland,63.00861111,27.79444444,mapbox_63.00861111_27.79444444_287.png
Oulu Airport,EFOU,OUL,Finland,64.92916667,25.35555556,mapbox_64.92916667_25.35555556_288.png
Rovaniemi Airport,EFRO,RVN,Finland,66.56166667,25.83083333,mapbox_66.56166667_25.83083333_289.png
Tampere-Pirkkala Airport,EFTP,TMP,Finland,61.41527778,23.58777778,mapbox_61.41527778_23.58777778_290.png
Turku Airport,EFTU,TKU,Finland,60.51472222,22.26166667,mapbox_60.51472222_22.26166667_291.png
Beauvais-Tillé airport,LFOB,BVA,France,49.454444,2.112778,mapbox_49.454444_2.112778_292.png
Bordeaux__érignac Airport,LFBD,BOD,France,44.828333,-0.715556,mapbox_44.828333_-0.715556_293.png
Dzaoudzi Pamandzi International Airport,FMCZ,DZA,France,-12.806667,45.280555,mapbox_-12.806667_45.280555_295.png
EuroAirport Basel__ulhouse__reiburg,LFSB,BSL,France,47.599696,7.5316,mapbox_47.599696_7.5316_296.png
Fa'a'_ International Airport,NTAA,PPT,France,-17.55666667,-149.6113889,mapbox_-17.55666667_-149.6113889_299.png
La Tontouta International Airport,NWWW,NOU,France,-22.01638889,166.2161111,mapbox_-22.01638889_166.2161111_301.png
Lyon Saint-Exupéry Airport,LFLL,LYS,France,45.72555556,5.081111111,mapbox_45.72555556_5.081111111_302.png
Marseille Provence Airport,LFML,MRS,France,43.43666667,5.215,mapbox_43.43666667_5.215_303.png
Martinique Aimé Césaire International Airport,TFFF,FDF,France,14.59222222,-60.99638889,mapbox_14.59222222_-60.99638889_304.png
Nice-Côte d'Azur Airport,LFMN,NCE,France,43.66527778,7.215,mapbox_43.66527778_7.215_306.png
Paris-Orly Airport,LFPO,ORY,France,48.723333,2.379444,mapbox_48.723333_2.379444_307.png
Charles de Gaulle International Airport,LFPG,CDG,France,49.00972222,2.547777777,mapbox_49.00972222_2.547777777_308.png
Maryse Condé International Airport,TFFR,PTP,France,16.26416667,-61.52583333,mapbox_16.26416667_-61.52583333_309.png
Toulouse-Blagnac Airport,LFBO,TLS,France,43.635,1.367780555,mapbox_43.635_1.367780555_310.png
Libreville Leon M'ba International Airport,FOOL,LBV,Gabon,0.458611,9.412222,mapbox_0.458611_9.412222_311.png
M'Vengue El Hadj Omar Bongo Ondimba International Airport,FOON,MVB,Gabon,-1.656111111,13.43805556,mapbox_-1.656111111_13.43805556_312.png
Port Gentil International Airport,FOOG,POG,Gabon,-0.711666666,8.754444444,mapbox_-0.711666666_8.754444444_314.png
Alexander Kartveli Batumi International Airport,UGSB,BUS,Georgia,41.61027778,41.59944444,mapbox_41.61027778_41.59944444_315.png
David the Builder Kutaisi International Airport,UGKO,KUT,Georgia,42.17638889,42.4825,mapbox_42.17638889_42.4825_316.png
Tbilisi International Airport,UGTB,TBS,Georgia,41.66916667,44.95472222,mapbox_41.66916667_44.95472222_318.png
Berlin Brandenburg Airport,EDDB,SXF,Germany,52.378611,13.520556,mapbox_52.378611_13.520556_319.png
Düsseldorf Airport,EDDL,DUS,Germany,51.280925,6.757311111,mapbox_51.280925_6.757311111_322.png
Frankfurt Main Airport,EDDF,FRA,Germany,50.03330556,8.570455555,mapbox_50.03330556_8.570455555_326.png
Hamburg Helmut Schmidt Airport,EDDH,HAM,Germany,53.63038889,9.988227777,mapbox_53.63038889_9.988227777_327.png
Kotoka International Airport,DGAA,ACC,Ghana,5.604666666,-0.167388888,mapbox_5.604666666_-0.167388888_328.png
Yakubu Tali International Airport,DGLE,TML,Ghana,9.556944444,-0.863055555,mapbox_9.556944444_-0.863055555_334.png
Al Abraq International Airport,HLLQ,LAQ,Great Socialist People's Libyan Arab Jamahiriya,32.78861111,21.96416667,mapbox_32.78861111_21.96416667_337.png
Athens Eleftherios Venizelos International Airport,LGAV,ATH,Greece,37.93638889,23.94444444,mapbox_37.93638889_23.94444444_339.png
Chania International Airport,LGSA,CHQ,Greece,35.53174722,24.14967778,mapbox_35.53174722_24.14967778_340.png
Corfu Ioannis Kapodistrias International Airport,LGKR,CFU,Greece,39.601945,19.912222,mapbox_39.601945_19.912222_341.png
Heraklion International Nikos Kazantzakis Airport,LGIR,HER,Greece,35.339722,25.180278,mapbox_35.339722_25.180278_342.png
Kavala Alexander the Great International Airport,LGKV,KVA,Greece,40.91333333,24.61916667,mapbox_40.91333333_24.61916667_344.png
"Kos International Airport ""Ippokratis""",LGKO,KGS,Greece,36.79333611,27.09166667,mapbox_36.79333611_27.09166667_346.png
"Rhodes International Airport ""Diagoras""",LGRP,RHO,Greece,36.405278,28.086112,mapbox_36.405278_28.086112_349.png
Thessaloniki Macedonia International Airport,LGTS,SKG,Greece,40.519722,22.970917,mapbox_40.519722_22.970917_351.png
Nuuk International Airport,BGGH,GOH,Greenland,64.191733,-51.6778,mapbox_64.191733_-51.6778_354.png
Maurice Bishop International Airport,TGPY,GND,Grenada,12.00416667,-61.78611111,mapbox_12.00416667_-61.78611111_355.png
La Aurora International Airport,MGGT,GUA,Guatemala,14.58333333,-90.5275,mapbox_14.58333333_-90.5275_356.png
Ahmed Sékou Touré International Airport,GUCY,CKY,Guinea,9.576889,-13.611944,mapbox_9.576889_-13.611944_359.png
Osvaldo Vieira International Airport,GGOV,OXB,Guinea-Bissau,11.895,-15.65361111,mapbox_11.895_-15.65361111_360.png
Cheddi Jagan International Airport,SYCJ,GEO,Guyana,6.498333333,-58.25388889,mapbox_6.498333333_-58.25388889_361.png
Cap Haitien International Airport,MTCH,CAP,Haiti,19.733333,-72.2,mapbox_19.733333_-72.2_364.png
Toussaint Louverture International Airport,MTPP,PAP,Haiti,18.58,-72.2925,mapbox_18.58_-72.2925_366.png
Juan Manuel Gálvez International Airport,MHRO,RTB,Honduras,16.31731667,-86.52638056,mapbox_16.31731667_-86.52638056_368.png
Ramón Villeda Morales International Airport,MHLM,SAP,Honduras,15.45336389,-87.92381944,mapbox_15.45336389_-87.92381944_369.png
Budapest Liszt Ferenc International Airport,LHBP,BUD,Hungary,47.43944444,19.26194444,mapbox_47.43944444_19.26194444_371.png
Debrecen International Airport,LHDC,DEB,Hungary,47.48888889,21.61527778,mapbox_47.48888889_21.61527778_372.png
Pécs-Pogány International Airport,LHPP,PEV,Hungary,45.99092778,18.24098333,mapbox_45.99092778_18.24098333_374.png
Keflavik International Airport,BIKF,KEF,Iceland,63.985,-22.60555556,mapbox_63.985_-22.60555556_375.png
Calicut International Airport,VOCL,CCJ,India,11.13611111,75.955,mapbox_11.13611111_75.955_376.png
Chennai International Airport,VOMM,MAA,India,12.98222222,80.16361111,mapbox_12.98222222_80.16361111_377.png
Chhatrapati Shivaji Maharaj International Airport,VABB,BOM,India,19.08861111,72.86805556,mapbox_19.08861111_72.86805556_378.png
Cochin International Airport,VOCI,COK,India,10.15194444,76.40194444,mapbox_10.15194444_76.40194444_379.png
Coimbatore International Airport,VOCB,CJB,India,11.030528,77.041888,mapbox_11.030528_77.041888_380.png
Dr. Babasaheb Ambedkar International Airport,VANP,NAG,India,21.0925,79.04722222,mapbox_21.0925_79.04722222_381.png
Bir Tikendrajit International Airport,VEIM,IMF,India,24.76,93.89666667,mapbox_24.76_93.89666667_384.png
Indira Gandhi International Airport,VIDP,DEL,India,28.5574,77.0833,mapbox_28.5574_77.0833_385.png
Kannur International Airport,VOKN,CNN,India,11.919885,75.548043,mapbox_11.919885_75.548043_386.png
Kempegowda International Airport Bengaluru,VOBL,BLR,India,13.19888889,77.70555556,mapbox_13.19888889_77.70555556_387.png
Lokpriya Gopinath Bordoloi International Airport,VEGT,GAU,India,26.10611111,91.58583333,mapbox_26.10611111_91.58583333_388.png
Netaji Subhash Chandra Bose International Airport,VECC,CCU,India,22.65388889,88.44666667,mapbox_22.65388889_88.44666667_390.png
Pune International Airport,VAPO,PNQ,India,18.58222222,73.91972222,mapbox_18.58222222_73.91972222_391.png
Rajiv Gandhi International Airport,VOHS,HYD,India,17.2386,78.4294,mapbox_17.2386_78.4294_392.png
Rajkot International Airport,VAHS,HSR,India,22.388056,71.028333,mapbox_22.388056_71.028333_393.png
Sardar Vallabh Patel International Airport,VAAH,AMD,India,23.07722222,72.63472222,mapbox_23.07722222_72.63472222_394.png
Shaheed Bhagat Singh International Airport,VICG,IXC,India,30.67333333,76.78861111,mapbox_30.67333333_76.78861111_395.png
Sri Guru Ram Das Ji International Airport,VIAR,ATQ,India,31.70777778,74.79916667,mapbox_31.70777778_74.79916667_396.png
Surat International Airport,VASU,STV,India,21.11765833,72.74525833,mapbox_21.11765833_72.74525833_397.png
Thiruvananthapuram International Airport,VOTV,TRV,India,8.482222222,76.92,mapbox_8.482222222_76.92_398.png
Tiruchirappalli International Airport,VOTR,TRZ,India,10.765833,78.714722,mapbox_10.765833_78.714722_399.png
Veer Savarkar International Airport / INS Utkrosh,VOPB,IXZ,India,11.645833,92.735,mapbox_11.645833_92.735_400.png
Jenderal Ahmad Yani Airport,WAHS,SRG,Indonesia,-6.971388888,110.3741667,mapbox_-6.971388888_110.3741667_401.png
Adisutjipto International Airport,WAHH,JOG,Indonesia,-7.788055555,110.4316667,mapbox_-7.788055555_110.4316667_402.png
Hang Nadim International Airport,WIDD,BTH,Indonesia,1.120833333,104.1186111,mapbox_1.120833333_104.1186111_405.png
Juanda International Airport,WARR,SUB,Indonesia,-7.38,112.7855,mapbox_-7.38_112.7855_407.png
Kualanamu International Airport,WIMM,KNO,Indonesia,3.641744444,98.87796944,mapbox_3.641744444_98.87796944_410.png
Denpasar I Gusti Ngurah Rai International Airport,WADD,DPS,Indonesia,-8.748055555,115.1675,mapbox_-8.748055555_115.1675_412.png
Sam Ratulangi International Airport,WAMM,MDC,Indonesia,1.549166666,124.9263889,mapbox_1.549166666_124.9263889_415.png
Dortheys Hiyo Eluay International Airport,WAJJ,DJJ,Indonesia,-2.5764603,140.5120913,mapbox_-2.5764603_140.5120913_416.png
Soekarno-Hatta International Airport,WIII,CGK,Indonesia,-6.127361,106.653833,mapbox_-6.127361_106.653833_417.png
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,WALL,BPN,Indonesia,-1.268333333,116.8944444,mapbox_-1.268333333_116.8944444_418.png
Sultan Hasanuddin International Airport,WAAA,UPG,Indonesia,-5.061666666,119.5541667,mapbox_-5.061666666_119.5541667_419.png
Lombok International Airport,WADL,LOP,Indonesia,-8.757322222,116.276675,mapbox_-8.757322222_116.276675_423.png
Qasem Soleimani International Airport,OIAW,AWZ,Iran,31.33743056,48.76195,mapbox_31.33743056_48.76195_424.png
Bandar Abbas International Airport,OIKB,BND,Iran,27.21805556,56.37777778,mapbox_27.21805556_56.37777778_425.png
Birjand International Airport,OIMB,XBJ,Iran,32.89805556,59.26611111,mapbox_32.89805556_59.26611111_426.png
Isfahan Shahid Beheshti International Airport,OIFM,IFN,Iran,32.75083333,51.86111111,mapbox_32.75083333_51.86111111_427.png
Kish International Airport,OIBK,KIH,Iran,26.52615556,53.98021111,mapbox_26.52615556_53.98021111_428.png
Mashhad International Airport,OIMM,MHD,Iran,36.234167,59.645,mapbox_36.234167_59.645_431.png
Payam International Airport,OIIP,PYK,Iran,35.77611111,50.82666667,mapbox_35.77611111_50.82666667_432.png
Shiraz Shahid Dastghaib International Airport,OISS,SYZ,Iran,29.53916667,52.59,mapbox_29.53916667_52.59_434.png
Imam Khomeini International Airport,OIIE,IKA,Iran,35.41611111,51.15222222,mapbox_35.41611111_51.15222222_436.png
Zahedan International Airport,OIZH,ZAH,Iran,29.47568611,60.90618889,mapbox_29.47568611_60.90618889_437.png
Al Najaf International Airport,ORNI,NJF,Iraq,31.98985278,44.40431667,mapbox_31.98985278_44.40431667_438.png
Baghdad International Airport / New Al Muthana Air Base,ORBI,BGW,Iraq,33.2625,44.23444444,mapbox_33.2625_44.23444444_439.png
Basra International Airport,ORMM,BSR,Iraq,30.54888889,47.66247222,mapbox_30.54888889_47.66247222_440.png
Erbil International Airport,ORER,EBL,Iraq,36.2375,43.963056,mapbox_36.2375_43.963056_442.png
Mosul International Airport,ORBM,OSM,Iraq,36.30583333,43.1475,mapbox_36.30583333_43.1475_443.png
Cork International Airport,EICK,ORK,Ireland,51.84138889,-8.491111111,mapbox_51.84138889_-8.491111111_445.png
Dublin Airport,EIDW,DUB,Ireland,53.42138889,-6.27,mapbox_53.42138889_-6.27_446.png
Ireland West Airport Knock,EIKN,NOC,Ireland,53.910297,-8.818492,mapbox_53.910297_-8.818492_447.png
Shannon Airport,EINN,SNN,Ireland,52.70194444,-8.924722222,mapbox_52.70194444_-8.924722222_448.png
Ben Gurion International Airport,LLBG,TLV,Israel,32.00944444,34.88277778,mapbox_32.00944444_34.88277778_449.png
Bari Karol Wojty_a International Airport,LIBD,BRI,Italy,41.13885556,16.76059444,mapbox_41.13885556_16.76059444_452.png
Il Caravaggio International Airport,LIME,BGY,Italy,45.66547,9.69948,mapbox_45.66547_9.69948_453.png
Bologna Guglielmo Marconi Airport,LIPE,BLQ,Italy,44.53544444,11.28866667,mapbox_44.53544444_11.28866667_454.png
Catania-Fontanarossa Airport,LICC,CTA,Italy,37.46666667,15.06388889,mapbox_37.46666667_15.06388889_455.png
Falcone__orsellino Airport,LICJ,PMO,Italy,38.18194444,13.09944444,mapbox_38.18194444_13.09944444_457.png
Federico Fellini International Airport,LIPR,RMI,Italy,44.01944444,12.60944444,mapbox_44.01944444_12.60944444_458.png
"Florence Airport, Peretola",LIRQ,FLR,Italy,43.80861111,11.20277778,mapbox_43.80861111_11.20277778_459.png
Lamezia Terme Sant'Eufemia International Airport,LICA,SUF,Italy,38.90527778,16.24222222,mapbox_38.90527778_16.24222222_460.png
Milano Linate Airport,LIML,LIN,Italy,45.4609,9.28,mapbox_45.4609_9.28_461.png
Milan Malpensa International Airport,LIMC,MXP,Italy,45.63,8.723055555,mapbox_45.63_8.723055555_462.png
Naples International Airport,LIRN,NAP,Italy,40.88444444,14.29083333,mapbox_40.88444444_14.29083333_463.png
Perugia San Francesco d'Assisi _ Umbria International Airport,LIRZ,PEG,Italy,43.09540709,12.50280403,mapbox_43.09540709_12.50280403_464.png
Pisa International Airport,LIRP,PSA,Italy,43.68388889,10.3925,mapbox_43.68388889_10.3925_465.png
Rome__iumicino Leonardo da Vinci International Airport,LIRF,FCO,Italy,41.7956,12.2499,mapbox_41.7956_12.2499_466.png
Ciampino__. B. Pastine International Airport,LIRA,CIA,Italy,41.7995,12.5914,mapbox_41.7995_12.5914_467.png
Venice Marco Polo Airport,LIPZ,VCE,Italy,45.50527778,12.35194444,mapbox_45.50527778_12.35194444_469.png
Félix-Houphouët-Boigny International Airport,DIAP,ABJ,Ivory Coast,5.261416666,-3.925777777,mapbox_5.261416666_-3.925777777_470.png
Norman Manley International Airport,MKJP,KIN,Jamaica,17.935556,-76.7875,mapbox_17.935556_-76.7875_472.png
Sangster International Airport,MKJS,MBJ,Jamaica,18.503611,-77.913333,mapbox_18.503611_-77.913333_473.png
Chubu Centrair International Airport,RJGG,NGO,Japan,34.85833333,136.8052778,mapbox_34.85833333_136.8052778_474.png
Fukuoka Airport,RJFF,FUK,Japan,33.58444444,130.4516667,mapbox_33.58444444_130.4516667_475.png
Kansai International Airport,RJBB,KIX,Japan,34.43055556,135.2302778,mapbox_34.43055556_135.2302778_476.png
Narita International Airport,RJAA,NRT,Japan,35.7649,140.38845,mapbox_35.7649_140.38845_477.png
Osaka Itami International Airport,RJOO,ITM,Japan,34.78552778,135.4382222,mapbox_34.78552778_135.4382222_478.png
Tokyo Haneda International Airport,RJTT,HND,Japan,35.55333333,139.7811111,mapbox_35.55333333_139.7811111_479.png
King Hussein International Airport,OJAQ,AQJ,Jordan,29.61161944,35.01806667,mapbox_29.61161944_35.01806667_480.png
Queen Alia International Airport,OJAI,AMM,Jordan,31.7225,35.99333333,mapbox_31.7225_35.99333333_481.png
Almaty International Airport,UAAA,ALA,Kazakhstan,43.35194444,77.04055556,mapbox_43.35194444_77.04055556_482.png
Kokshetau International Airport,UACK,KOV,Kazakhstan,53.33,69.59666667,mapbox_53.33_69.59666667_483.png
Nursultan Nazarbayev International Airport,UACC,NQZ,Kazakhstan,51.02222222,71.46694444,mapbox_51.02222222_71.46694444_484.png
Shymkent International Airport,UAII,CIT,Kazakhstan,42.365,69.47611111,mapbox_42.365_69.47611111_485.png
Eldoret International Airport,HKEL,EDL,Kenya,0.404444,35.238889,mapbox_0.404444_35.238889_486.png
Jomo Kenyatta International Airport,HKJK,NBO,Kenya,-1.319167,36.9275,mapbox_-1.319167_36.9275_487.png
Kisumu International Airport,HKKI,KIS,Kenya,-0.086111,34.728889,mapbox_-0.086111_34.728889_488.png
Moi International Airport,HKMO,MBA,Kenya,-4.034722,39.594167,mapbox_-4.034722_39.594167_489.png
Flamingo International Airport,TNCB,BON,Kingdom of the Netherlands,12.13111111,-68.26861111,mapbox_12.13111111_-68.26861111_490.png
Bonriki International Airport,NGTA,TRW,Kiribati,1.381666666,173.1469444,mapbox_1.381666666_173.1469444_491.png
Cassidy International Airport,PLCH,CXI,Kiribati,1.986111111,-157.3497222,mapbox_1.986111111_-157.3497222_492.png
Priština Adem Jashari International Airport,BKPR,PRN,Kosovo,42.57277778,21.03583333,mapbox_42.57277778_21.03583333_493.png
Kuwait International Airport,OKKK,KWI,Kuwait,29.22677778,47.97997222,mapbox_29.22677778_47.97997222_494.png
Manas International Airport,UCFM,FRU,Kyrgyzstan,43.06127222,74.47750833,mapbox_43.06127222_74.47750833_496.png
Luang Phabang International Airport,VLLB,LPQ,Laos,19.898612,102.1625,mapbox_19.898612_102.1625_498.png
Pakse International Airport,VLPS,PKZ,Laos,15.13388889,105.7819444,mapbox_15.13388889_105.7819444_499.png
Wattay International Airport,VLVT,VTE,Laos,17.98833333,102.5633333,mapbox_17.98833333_102.5633333_500.png
Liep_ja International Airport,EVLA,LPX,Latvia,56.5175,21.09694444,mapbox_56.5175_21.09694444_502.png
Riga International Airport,EVRA,RIX,Latvia,56.92083333,23.97083333,mapbox_56.92083333_23.97083333_503.png
Beirut Rafic Hariri International Airport,OLBA,BEY,Lebanon,33.82111111,35.48833333,mapbox_33.82111111_35.48833333_505.png
Moshoeshoe I International Airport,FXMM,MSU,Lesotho,-29.462222,27.5525,mapbox_-29.462222_27.5525_506.png
Roberts International Airport,GLRB,ROB,Liberia,6.233889,-10.362222,mapbox_6.233889_-10.362222_507.png
Benina International Airport,HLLB,BEN,Libya,32.0975,20.270833,mapbox_32.0975_20.270833_509.png
Mitiga International Airport,HLLM,MJI,Libya,32.8970303,13.2783652,mapbox_32.8970303_13.2783652_510.png
